,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR18,VAR19,VAR20
506,507,967.0588234999999,0.833333333,244.7456332862211,623.9432502000001,9.090909091,1.1063151740000001,198.10408130000002,58.63254762,3.169714878,260.2168474,33.33333333,1.0,33.33333333,1.465532541,0.0,0,166.5903614
507,508,937.6470588,2.0,71.42857143,612.9490257,10.0,0.57708136,197.013856,58.63254762,5.838401366,114.77574647334387,10.66666667,1.0,10.66666667,0.966334475,1.0,1,208.4423408
508,509,920.0,0.0022222220000000003,71.42857143,616.5519101,15.18507733677913,0.7128188759999999,197.297325,58.63254762,0.767134755,114.77574647334387,6.666666667,1.0,11.06666667,1.107201009,0.0,0,107.7297762
509,510,941.1764706,0.027777778,142.8571429,648.7065155,3.6363636360000005,0.675773189,199.24650830000002,58.63254762,0.017324633,70.05838198,1.0,1.0,1.0,1.055818662,0.0,0,403.3425129
510,511,910.5882353000001,1.66,464.2857143,611.5747476,15.90909091,1.633808947,205.1009871,56.43255420644463,17.90188991,260.2168474,15.93333333,1.0,15.93333333,1.8804759819999999,0.0,1,72.27022375
511,512,867.0588234999999,0.13888888900000002,35.71428571,611.6780372999999,9.090909091,0.563587092,196.9272005,58.63254762,1.821165435,114.77574647334387,48.6,2.0,48.6,0.9650185309999999,0.0,0,104.6437177
512,513,843.5294117999999,0.111111111,714.2857142999999,666.9800371,2.727272727,1.345760563,200.10925369999998,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,1.6130182730000002,0.0,0,315.1738382
513,514,883.5294117999999,0.083333333,107.1428571,611.5747476,6.3636363639999995,0.55988861,196.9112949,47.89968639,0.018017618,15.01251043,6.666666667,1.0,6.666666667,0.9595784190000001,2.0,0,104.4612737
514,515,944.7058824,1.2222834896497847,244.7456332862211,614.9220338,3.727272727,0.644803324,197.0769062,58.63254762,1.0235393259999999,114.77574647334387,5.666666667,1.0,5.666666667,1.037179632,0.0,0,101.3270224
515,516,970.5882353000001,0.083333333,244.7456332862211,614.5158777,6.6363636360000005,0.737458715,197.3059715,58.63254762,5.326531577616553,80.06672227,11.900944540521248,2.0,12.720950050031147,1.085511621,0.0,0,101.3700516
516,517,857.6470588,0.166666667,178.5714286,611.5747476,9.090909091,1.9478098649330609,199.91348698742976,47.89968639,1.2633122479999999,10.00834028,13.33333333,1.0,13.33333333,1.992516622766861,2.0,0,92.92254733
517,518,848.2352940999999,0.111111111,244.7456332862211,624.7730691,3.6363636360000005,0.747591052,197.21566069999997,58.63254762,0.335404897,114.77574647334387,5.333333333,1.0,5.333333333,1.0718179079999999,2.0,0,221.2874355
518,519,961.1764706,0.166666667,321.42857139999995,700.3951268,9.090909091,7.990425592999999,210.9523978,56.5535924,20.09934638,40.03336113,3.733333333,2.0,5.6,6.884763352999999,0.0,1,178.8227194
519,520,915.2941176,0.083333333,35.71428571,628.6227982999999,8.181818182,0.90811162,197.6332159,58.63254762,0.556467216,80.06672227,16.0,2.0,16.0,0.9617865729999999,0.0,1,133.8364888
520,521,948.2352940999999,1.333333333,35.71428571,611.5747476,6.3636363639999995,0.559709593,196.9112949,47.89968639,69.34011165,114.77574647334387,14.0,1.0,66.66666667,0.95931523,0.0,0,125.788296
521,522,927.0588234999999,1.9444444440000002,244.7456332862211,627.656427,22.72727273,2.108371104,199.4734743,58.63254762,5.326531577616553,660.5504587,11.900944540521248,3.0,12.720950050031147,2.108113226,1.0,1,147.69363169999997
522,523,916.4705882000001,0.109333333,214.28571430000002,612.1104534,8.740909091,0.559709593,196.9180256,58.63254762,10.39131495,100.08340279999999,13.33333333,1.0,13.33333333,0.95931523,0.0,0,84.42340792
523,524,896.4705882000001,0.13888888900000002,678.5714286,611.5747476,18.18181818,0.559709593,202.31941640000002,56.43255420644463,6.342201697999999,114.77574647334387,1.0,1.0,6.666666667,0.95931523,0.0,1,447.63511189999997
524,525,917.904763054341,1.2222834896497847,244.7456332862211,632.9277025,8.181818182,1.3847324680000002,198.7912844,58.63254762,0.081079283,10.00834028,10.0,1.0,13.33333333,1.552245351,1.0,0,104.38898449999999
525,526,949.4117646999999,0.083333333,35.71428571,611.5747476,5.227272727,0.559709593,196.9112949,47.89968639,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,0.95931523,1.0,0,147.4939759
526,527,874.1176471000001,0.38888888899999996,428.57142860000005,620.3386151000001,18.18181818,1.9355019740000001,199.4203698,52.92910516,2.75738861,114.77574647334387,11.33333333,4.0,11.33333333,2.2639051969999997,0.0,1,109.4199656
527,528,837.6470588,1.095488889,714.2857142999999,833.4129889,9.090909091,4.834338595,206.2121532,58.63254762,2.446238198,15.01251043,10.0,1.0,2.166666667,5.307430847,0.0,0,149.41824440000002
528,529,828.2352941,0.5555555560000001,607.1428571,689.0997866,9.090909091,0.661383838,197.0738161,58.63254762,23.96689748,114.77574647334387,7.1,1.0,17.33333333,1.0232253629999999,0.0,0,149.595525
529,530,905.8823528999999,0.11673333300000001,464.2857143,612.5533736000001,13.63636364,0.571073564,196.9359131,58.63254762,1.923034278,114.77574647334387,11.900944540521248,1.0,12.720950050031147,0.95931523,0.0,0,130.6678141
530,531,951.7647059000001,0.111111111,35.71428571,613.0435620000001,9.090909091,0.658866865,197.1146336,58.63254762,1.272321057,200.16680569999997,20.0,1.0,20.0,1.047146592,1.0,0,108.6041308
531,532,937.6470588,0.01,35.71428571,626.4414601,8.636363636,1.090905429,198.18913669999998,58.63254762,0.530133774,10.00834028,5.333333333,2.0,4.666666667,1.205815215,0.0,0,96.60068847
532,533,927.0588234999999,0.027777778,71.42857143,612.0246705,15.18507733677913,0.747659078,196.94855249999998,58.63254762,0.15522871300000002,48.37364470000001,3.436666667,3.0,3.436666667,0.960507475,1.0,1,106.30981070000001
533,534,797.6470588,0.083333333,857.1428571,611.5747476,3.9090909089999997,1.9478098649330609,199.91348698742976,47.89968639,5.326531577616553,15.01251043,11.900944540521248,1.0,12.720950050031147,1.992516622766861,0.0,0,201.10327019999997
534,535,977.6470588,0.055555556,71.42857143,626.0423068,22.72727273,2.3052212930000002,200.5352499,56.88201795,0.7359504159999999,80.06672227,3.333333333,3.0,3.333333333,2.699595809,0.0,1,130.0361446
535,536,989.4117646999999,1.2222834896497847,244.7456332862211,652.7890842,6.590909091,1.309581316,198.46646950000002,58.63254762,5.326531577616553,190.1584654,11.900944540521248,1.0,12.720950050031147,1.418861274,1.0,0,110.5542169
536,537,957.6470588,0.027777778,35.71428571,632.3657365,11.36363636,1.3763079480000002,198.7346053,58.63254762,0.09909690199999999,40.03336113,8.666666667000001,2.0,8.666666667000001,1.707571477,0.0,0,100.67814109999999
537,538,930.5882353000001,0.38888888899999996,107.1428571,611.6500265,4.090909091,0.628340961,197.0633126,48.22167222,2.2522023069999997,114.77574647334387,5.333333333,2.0,5.333333333,0.997051238,0.0,1,111.7831325
538,539,996.4705882000001,0.13888888900000002,244.7456332862211,611.5747476,181.81818180000002,2.581884224,200.703856,56.43255420644463,5.326531577616553,114.77574647334387,11.900944540521248,2.0,12.720950050031147,2.074859323,0.0,1,115.41824440000002
539,540,895.2941176,0.083333333,107.1428571,611.5747476,3.9090909089999997,1.9478098649330609,199.91348698742976,47.89968639,0.02217553,130.1084237,10.0,2.0,10.0,1.992516622766861,1.0,0,107.22891570000002
540,541,1000.0,1.9444444440000002,35.71428571,628.9956916,6.6363636360000005,1.568736428,199.0221626,58.63254762,2.5092998630000003,210.17514599999998,13.33333333,2.0,13.33333333,1.856233662,2.0,0,117.1686747
541,542,965.8823528999999,0.04444444400000001,428.57142860000005,643.2934355000001,13.63636364,2.12746143,200.235912,58.63254762,12.00181285,114.77574647334387,6.666666667,1.0,6.666666667,2.156689981,0.0,0,128.8881239
542,543,801.1764706,0.111111111,428.57142860000005,611.5747476,2.727272727,0.559709593,196.9112949,47.89968639,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,0.95931523,0.0,0,143.32530119999998
543,544,889.4117646999999,0.27777777800000003,392.85714289999993,645.5377979,13.63636364,1.160267185,197.93142360000002,58.38676509,0.38252790000000003,60.0500417,3.666666667,6.0,3.666666667,1.328608575,0.0,1,90.88640275
544,545,917.904763054341,0.38888888899999996,964.2857142999999,656.1591291,3.9090909089999997,1.3720401930000001,199.9769364,58.63254762,11.30189767,0.834028357,5.0,1.0,5.2,1.008718397,0.0,0,189.45611019999998
545,546,905.8823528999999,0.011111111000000002,244.7456332862211,611.5747476,4.545454545,0.559709593,196.9112949,47.89968639,1.3804267680000002,50.04170142,11.46666667,1.0,11.46666667,0.95931523,0.0,1,101.3115318
546,547,949.4117646999999,0.5555555560000001,71.42857143,611.5747476,9.090909091,0.741747952,197.2814634,56.43255420644463,3.340189268,114.77574647334387,26.0,1.0,26.0,1.127885016,0.0,1,116.7951807
547,548,925.8823528999999,0.194444444,35.71428571,614.0256893999999,22.72727273,0.614574588,197.0140395,58.63254762,1.84264798,10.00834028,13.33333333,1.0,13.33333333,1.008249921,0.0,0,99.74182444
548,549,860.0,0.41666666700000005,107.1428571,669.4432336,13.63636364,1.18626755,202.006294,58.63254762,0.446975535,114.77574647334387,5.0,1.0,5.0,1.529558477,1.0,0,370.80206539999995
549,550,935.2941176,0.083333333,244.7456332862211,629.1760109,7.727272727000001,1.241136125,198.04774709999998,58.63254762,4.880695646,114.77574647334387,17.66666667,1.0,14.0,1.405780791,1.0,0,242.48192769999997
550,551,984.7058824,0.161111111,244.7456332862211,636.5288362000001,15.18507733677913,2.526009575,201.04390869999997,58.63254762,5.557049323999999,114.77574647334387,10.0,2.0,10.0,2.044942654,0.0,0,112.3545611
551,552,902.3529412,1.6666666669999999,244.7456332862211,640.9440327000001,9.090909091,2.580051094,200.27280259999998,58.63254762,0.173246331,114.77574647334387,7.212000000000001,1.0,7.212000000000001,2.190530795,0.0,0,135.7039587
552,553,936.4705882000001,0.111111111,71.42857143,621.9474832999999,18.18181818,1.681112283,198.3681948,58.63254762,1.4635850069999998,30.02502085,13.33333333,2.0,13.33333333,1.747773564,1.0,0,130.7951807
553,554,935.2941176,0.13888888900000002,35.71428571,611.5747476,2.727272727,0.559709593,196.9112949,47.89968639,1.8045337869999998,114.77574647334387,6.666666667,1.0,6.666666667,0.95931523,0.0,0,138.1944923
554,555,895.2941176,0.833333333,178.5714286,667.2829035,5.181818182,1.12637577,198.2192745,58.63254762,0.50102839,15.01251043,1.6666666669999999,1.0,1.6666666669999999,1.513701353,0.0,0,309.3149742
555,556,936.4705882000001,0.833333333,244.7456332862211,634.0551357,11.36363636,1.31837819,198.4664181,58.63254762,10.42457825,130.1084237,11.6,1.0,16.66666667,1.517009636,0.0,0,122.42857140000001
556,557,943.5294117999999,0.055555556,35.71428571,611.5747476,2.727272727,1.264809275,198.7681122,56.43255420644463,1.2910316609999999,100.08340279999999,10.66666667,1.0,10.66666667,1.5427179169999998,0.0,1,245.93975899999998
557,558,831.7647059,0.27777777800000003,178.5714286,611.5747476,15.18507733677913,1.004526359,197.8466104,56.43255420644463,2.875196115,114.77574647334387,22.0,1.0,22.0,1.431131135,0.0,1,117.4922547
558,559,925.8823528999999,0.022222222000000003,244.7456332862211,619.0868841,10.0,0.738203424,197.27345549999998,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,1.109964491,0.0,0,312.383821
559,560,1000.0,1.6666666669999999,244.7456332862211,611.9563942000001,18.18181818,0.583160762,196.9439503,58.63254762,0.726248621,114.77574647334387,8.0,2.0,8.0,0.982562695,0.0,0,99.71084337
560,561,891.7647059000001,0.07777777799999999,464.2857143,617.4867693,6.3636363639999995,0.8222660190000001,197.6548908,58.63254762,5.326531577616553,30.02502085,11.900944540521248,1.0,12.720950050031147,1.161094177,0.0,0,77.28915663
561,562,877.6470588,0.8888888890000001,142.8571429,624.7415569,5.454545455,0.766953483,197.3750111,58.63254762,0.28758891,400.3336113,8.0,1.0,8.0,1.0613903690000002,0.0,0,96.04130809
562,563,905.8823528999999,0.027777778,35.71428571,618.1817864,9.090909091,0.903618305,197.60373869999998,58.63254762,0.034649266,5.0041701419999995,7.733333332999999,1.0,7.733333332999999,1.144813318,1.0,0,132.25989669999998
563,564,984.7058824,0.111111111,35.71428571,629.1392467999999,18.18181818,1.982153689,199.89369399999998,58.63254762,4.864756984,70.05838198,11.900944540521248,2.0,17.66666667,1.9835275509999999,2.0,0,309.2736661
564,565,830.5882353,0.166666667,285.7142857,611.5747476,22.72736364,5.23471629,208.2792015,56.43255420644463,0.477466889,114.77574647334387,33.33333333,1.0,33.33333333,3.106485672,0.0,1,238.1480207
565,566,829.4117647,0.2,214.28571430000002,679.4308212999999,22.72727273,1.5284684430000002,199.56660369999997,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,1.9209386259999999,0.0,0,161.1428571
566,567,995.2941176,0.166666667,244.7456332862211,625.532861,15.18507733677913,1.296502366,198.37429430000003,58.63254762,0.480931816,218.51542949999998,20.0,1.0,20.0,1.659984312,0.0,0,144.7366609
567,568,817.6470588,0.38888888899999996,500.0,623.6368825000001,8.181818182,2.768061445,200.8257579,58.63254762,26.34314416,114.77574647334387,4.2,2.0,17.8,2.084360439,1.0,0,65.00172117
568,569,917.904763054341,0.13888888900000002,321.42857139999995,632.2676989,11.36363636,1.4509041480000002,199.0803097,58.63254762,1.726226445,0.834028357,7.733333332999999,1.0,7.733333332999999,1.6759967180000002,0.0,0,80.63683305
569,570,878.8235294,0.027777778,178.5714286,611.5747476,3.9090909089999997,1.246438595,197.4593031,47.89968639,5.326531577616553,114.77574647334387,11.900944540521248,4.0,12.720950050031147,1.627922654,0.0,1,114.59724609999999
570,571,962.3529412,0.055555556,250.0,625.4033112000001,4.818181818,0.7595600990000001,197.1374168,58.63254762,2.530089423,114.77574647334387,11.900944540521248,1.0,13.33333333,1.113235928,0.0,0,100.0068847
571,572,844.7058824,0.055555556,571.4285714,616.0494669999999,18.18181818,0.7942356070000001,197.34283269999997,58.63254762,5.326531577616553,130.1084237,11.900944540521248,1.0,12.720950050031147,1.055308076,0.0,0,100.5886403
572,573,964.7058824,1.9444444440000002,244.7456332862211,611.5747476,22.72727273,4.044993721,203.76577619999998,56.43255420644463,5.326531577616553,130.1084237,11.900944540521248,1.0,12.720950050031147,3.140244898,0.0,1,105.373494
573,574,977.6470588,0.222222222,244.7456332862211,616.8372697000001,15.18507733677913,1.46972953,197.46294369999998,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,1.85648106,0.0,0,336.85542169999997
574,575,917.904763054341,0.027777778,250.0,696.0797186000001,3.0909090910000003,1.7494536440000001,199.86378369999997,58.63254762,5.326531577616553,10.00834028,11.900944540521248,1.0,12.720950050031147,1.914150987,1.0,0,107.5593804
575,576,955.2941176,0.38888888899999996,35.71428571,611.5747476,9.090909091,3.310789527,201.9500039,56.43255420644463,90.21213667,200.16680569999997,133.3333333,2.0,133.3333333,2.583029495,0.0,1,441.7280551
576,577,932.9411765000001,1.2222834896497847,244.7456332862211,611.5747476,4.545454545,0.559709593,196.9112949,47.89968639,5.326531577616553,88.40700584,11.900944540521248,1.0,12.720950050031147,0.95931523,0.0,0,120.06884679999999
577,578,887.0588234999999,0.055555556,71.42857143,611.5747476,18.09090909,2.182082962,200.0191118,56.43255420644463,5.326531577616553,200.16680569999997,11.900944540521248,1.0,12.720950050031147,2.7297151339999997,0.0,1,176.18416519999997
578,579,821.1764706,1.2222834896497847,71.42857143,618.1537756,15.18507733677913,1.2234528690000002,197.77180159999997,58.63254762,5.326531577616553,690.5754796,11.900944540521248,2.0,12.720950050031147,1.3695318,0.0,0,103.8227194
579,580,960.0,0.166666667,244.7456332862211,611.5747476,18.18181818,0.559709593,196.9112949,47.89968639,1.9334290580000002,40.03336113,10.0,0.0,10.0,0.95931523,0.0,0,117.01893290000001
580,581,940.0,0.055555556,71.42857143,616.6254382999999,9.090909091,1.256058945,198.0991855,50.13856124,0.38183491399999997,114.77574647334387,5.333333333,2.0,2.0,1.5031474830000002,0.0,1,163.6385542
581,582,841.1764706,0.055555556,607.1428571,615.6030455,9.090909091,0.689113503,197.2406753,58.63254762,10.29291104,40.03336113,5.666666667,1.0,6.666666667,1.044127816,1.0,0,88.50602409999999
582,583,942.3529412,0.13888888900000002,244.7456332862211,637.7735644999999,68.18181818,3.8382582380000003,201.1840211,58.63254762,2.71580949,210.17514599999998,11.900944540521248,2.0,12.720950050031147,2.3728706180000003,0.0,0,214.28571430000002
583,584,941.1764706,5.555555556,244.7456332862211,611.5747476,27.27272727,4.506913729,205.1128191,56.43255420644463,1.846805892,114.77574647334387,12.0,1.0,12.0,3.177830888,1.0,1,453.0740103
584,585,957.6470588,0.055555556,35.71428571,623.5703569,5.454545455,1.313372887,198.16858480000002,58.63254762,5.326531577616553,10.00834028,11.900944540521248,1.0,12.720950050031147,1.270509651,0.0,0,109.58175559999998
585,586,984.7058824,1.9444444440000002,71.42857143,624.2916341,16.36363636,1.2749416120000001,198.24418630000002,58.63254762,1.232127908,30.02502085,9.0,1.0,9.0,1.39201865,1.0,0,125.07917379999999
586,587,902.3529412,26.66666667,244.7456332862211,612.5953897999999,36.36363636,0.6824003820000001,197.0943826,58.63254762,7.700452935,114.77574647334387,16.66666667,1.0,16.66666667,1.015785016,1.0,0,106.1222031
587,588,980.0,0.38888888899999996,35.71428571,613.1083369,15.18507733677913,0.827668739,197.2905356,58.63254762,16.22278647,218.51542949999998,83.33333333,1.0,83.33333333,1.081576949,0.0,0,111.59724609999999
588,589,955.2941176,0.166666667,244.7456332862211,615.0883477000001,22.72736364,0.8160434040000001,197.1631507,58.63254762,0.338869824,114.77574647334387,33.33333333,1.0,33.33333333,1.120123578,0.0,0,118.0430293
589,590,920.0,0.13888888900000002,107.1428571,617.413241,22.72736364,0.7197002720000001,197.22956259999998,58.63254762,13.12098415,130.1084237,10.0,1.0,12.6,1.081392717,0.0,0,136.9535284
590,591,816.4705882000001,0.111111111,607.1428571,675.1031584,18.18181818,3.095400384,204.0495094,58.63254762,5.326531577616553,50.04170142,11.900944540521248,2.0,12.720950050031147,3.0833119,0.0,0,82.27022375
591,592,888.2352940999999,1.0868888890000001,71.42857143,638.6191394,22.72736364,3.399599642,202.5807921,58.63254762,16.28654112,114.77574647334387,40.0,1.0,40.0,2.859425095,0.0,0,168.00344230000002
592,593,957.6470588,0.222222222,71.42857143,611.5747476,9.090909091,1.336165275,199.0423181,56.43255420644463,1.776121389,114.77574647334387,8.0,1.0,8.0,1.635889379,0.0,1,393.0550775
593,594,907.0588234999999,0.13888888900000002,35.71428571,619.7573917999999,22.72736364,0.9780641309999999,197.76895369999997,58.63254762,0.039500164,80.06672227,21.33333333,1.0,21.33333333,1.266846063,0.0,0,117.72805509999999
594,595,851.7647059000001,0.255555556,71.42857143,642.9415502999999,15.45454545,2.640687583,201.19850280000003,58.63254762,0.19403589100000002,30.02502085,7.0,2.0,7.0,2.54457235,0.0,0,135.41652319999997
595,596,956.4705882000001,0.083333333,244.7456332862211,639.273891,18.18181818,1.631743096,199.64032609999998,58.63254762,0.59735335,20.01668057,16.66666667,1.0,16.66666667,1.67626517,1.0,0,130.46471599999998
596,597,865.8823528999999,0.166666667,928.5714286,653.2477605,18.18181818,0.611921563,198.658512,58.63254762,20.43197933,130.1084237,3.333333333,1.0,8.666666667000001,0.973440572,0.0,0,189.6574871
597,598,958.8235294,0.005555556,244.7456332862211,631.0404772999999,2.727272727,0.701866643,197.22141519999997,58.63254762,0.17255334600000002,114.77574647334387,5.333333333,1.0,5.333333333,1.0639433,0.0,0,105.626506
598,599,951.7647059000001,0.04444444400000001,285.7142857,624.2583712999999,15.18507733677913,0.673288439,197.3898892,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,0.990547843,1.0,0,99.66437177
599,600,875.2941176,1.111111111,178.5714286,625.5153543,15.18507733677913,1.092663371,198.1504184,58.63254762,0.080386298,218.51542949999998,12.0,2.0,12.0,1.1970957709999999,1.0,0,608.939759
600,601,918.8235294,0.38888888899999996,250.0,611.5747476,15.18507733677913,7.53396201,216.0357117,56.43255420644463,0.665958898,8.34028357,16.66666667,1.0,16.66666667,3.1661137239999997,1.0,0,106.524957
601,602,845.8823528999999,0.011111111000000002,214.28571430000002,620.5434437999999,0.9090909090000001,0.799777959,197.47529690000002,58.63254762,0.097710931,100.08340279999999,3.0,1.0,3.0,1.166910649,0.0,0,89.09810671
602,603,944.7058824,0.027777778,285.7142857,619.039616,11.36363636,2.599742916,198.318907,57.37358299,5.326531577616553,5.0041701419999995,11.900944540521248,3.0,12.720950050031147,2.458935983,0.0,1,99.8141136
603,604,863.5294117999999,0.217777778,607.1428571,651.8472222999999,14.18181818,0.691215157,201.94308230000001,58.63254762,26.36046879,114.77574647334387,12.0,2.0,12.0,1.027260047,0.0,0,148.77624780000002
604,605,950.5882353000001,0.083333333,35.71428571,619.0466187000001,18.18181818,0.900686013,197.5848236,58.63254762,4.990187328,210.17514599999998,13.33333333,2.0,33.33333333,1.41825594,1.0,0,117.81239240000001
605,606,849.4117646999999,0.5555555560000001,535.7142857,614.4686096,9.090909091,2.26854796,197.5690941,58.63254762,0.0013859710000000002,200.16680569999997,8.666666667000001,2.0,8.666666667000001,2.155363509,0.0,0,312.12220310000004
606,607,908.2352940999999,0.166666667,35.71428571,618.9345756,13.63636364,1.0162018179999999,198.14572080000002,58.63254762,0.717932797,110.09174309999999,8.0,2.0,8.0,1.256892263,1.0,0,99.38726334
607,608,955.2941176,1.2222834896497847,244.7456332862211,611.5747476,22.72727273,1.559850046,203.34633459999998,56.43255420644463,5.326531577616553,20.85070892,11.900944540521248,1.0,12.720950050031147,1.8295568469999999,1.0,0,135.39070569999998
608,609,915.2941176,0.13888888900000002,357.14285710000007,611.5747476,5.454545455,1.350912659,198.8623131,56.43255420644463,0.19403589100000002,190.1584654,7.0,1.0,7.0,1.471017396,0.0,1,139.59724609999998
609,610,917.6470588,0.833333333,178.5714286,648.9060922,22.72736364,3.377011333,202.7263874,58.35671308,8.05110351,180.1501251,10.0,3.0,10.0,3.301219055,0.0,1,112.59208259999998
610,611,907.0588234999999,0.166666667,244.7456332862211,639.2913977000001,4.545454545,1.773133955,199.17738799999998,58.63254762,0.009008809,130.1084237,2.0,1.0,2.0,1.8227849999999999,0.0,0,108.25301200000001
611,612,870.5882353000001,1.2222834896497847,244.7456332862211,611.5747476,11.36363636,0.560089108,196.9112949,47.89968639,5.326531577616553,40.03336113,11.900944540521248,1.0,12.720950050031147,0.95931523,0.0,0,121.7831325
612,613,854.1176471000001,0.083333333,178.5714286,625.3665470999999,5.181818182,0.642286351,197.0732069,58.63254762,5.326531577616553,15.01251043,11.900944540521248,1.0,12.720950050031147,0.996127445,0.0,0,519.5318417
613,614,883.5294117999999,1.2222834896497847,71.42857143,613.9066436,6.818181817999999,0.610861785,197.05796180000002,58.63254762,5.326531577616553,300.2502085,11.900944540521248,1.0,12.720950050031147,1.018487965,2.0,0,103.2048193
614,615,960.0,0.055555556,244.7456332862211,640.4188309,6.545454545,0.855190745,197.51596750000002,58.63254762,3.50442679,114.77574647334387,16.66666667,1.0,16.66666667,1.160120378,1.0,0,159.5421687
615,616,874.1176471000001,1.2222834896497847,244.7456332862211,622.5619694000001,9.090909091,0.747476481,197.1416152,58.63254762,5.326531577616553,60.0500417,11.900944540521248,1.0,12.720950050031147,0.9685268370000001,0.0,0,132.31669540000001
616,617,905.8823528999999,0.027777778,71.42857143,636.9192362000001,13.63636364,1.719504174,199.4083543,58.63254762,10.95263307,130.1084237,6.666666667,1.0,6.666666667,1.89412232,1.0,0,114.45783130000001
617,618,881.1764706,0.04444444400000001,178.5714286,625.6168932999999,9.090909091,0.840160515,198.8305385,58.63254762,16.9344824,114.77574647334387,7.666666667,1.0,7.666666667,1.0382718659999999,0.0,0,113.0550775
618,619,930.5882353000001,1.9444444440000002,35.71428571,614.4318454,8.181818182,0.750713101,197.2348106,58.63254762,0.491326596,180.1501251,26.66666667,1.0,26.66666667,1.088943603,1.0,0,102.1222031
619,620,917.904763054341,1.5555555559999998,214.28571430000002,675.3465018999999,3.6363636360000005,1.654775366,201.37640119999998,58.63254762,2.026982077,10.00834028,3.733333333,1.0,3.733333333,2.106860448,1.0,0,107.7177281
620,621,929.4117646999999,0.833333333,35.71428571,622.5094493,9.727272727,0.997763113,197.9657378,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,1.240137665,1.0,0,268.9500861
621,622,935.2941176,0.38888888899999996,142.8571429,665.6897913,22.72736364,224.722562,296.4397462,58.63254762,3.108039184,15.01251043,8.666666667000001,2.0,8.666666667000001,187.7778112,0.0,0,105.32530120000001
622,623,954.1176471000001,0.833333333,142.8571429,611.5747476,3.6363636360000005,0.6979067959999999,196.9112949,47.89968639,3.25980297,300.2502085,6.666666667,2.0,6.666666667,0.95931523,0.0,1,96.04130809
623,624,941.1764706,1.2222834896497847,244.7456332862211,611.5747476,13.63636364,5.639988298,205.9733185,56.43255420644463,5.326531577616553,88.40700584,11.900944540521248,1.0,12.720950050031147,3.3342492480000003,1.0,1,269.4216867
624,625,945.8823528999999,0.055555556,214.28571430000002,611.5747476,6.818181817999999,0.6276857610000001,196.9666014,56.43255420644463,3.062302153,140.116764,8.0,1.0,8.0,0.975630303,0.0,1,85.16695353
625,626,1000.0,4.166666667,244.7456332862211,611.5747476,68.18181818,0.697487898,197.2505108,56.43255420644463,3.350584048,210.17514599999998,10.0,0.0,10.0,1.0600033640000002,0.0,1,114.82788300000001
626,627,869.4117646999999,2.222222222,285.7142857,611.5747476,18.54545455,2.0163601730000003,199.7854517,56.43255420644463,5.326531577616553,170.1417848,11.900944540521248,1.0,12.720950050031147,2.043508275,0.0,1,705.3924268999999
627,628,865.8823528999999,0.38888888899999996,571.4285714,681.4528482999999,23.63636364,28.18030695,274.1150437,48.10361075,18.30104946,114.77574647334387,20.33333333,5.0,20.33333333,21.83492864,1.0,1,188.2254733
628,629,902.3529412,0.38888888899999996,428.57142860000005,614.7574706,18.18181818,0.9216882359999999,197.1568897,58.63254762,29.76302674,114.77574647334387,20.0,3.0,20.0,1.22542278,0.0,0,369.2908778
629,630,918.8235294,0.222222222,107.1428571,611.5747476,6.818181817999999,5.246692498,205.1071967,56.43255420644463,6.146779836,15.01251043,4.533333333,2.0,7.266666667000001,2.421094699,0.0,1,532.9604131
630,631,856.4705882000001,0.833333333,250.0,611.5747476,9.090909091,0.737691436,196.99505109999998,56.43255420644463,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,0.994927305,0.0,1,94.68330465
631,632,980.0,0.083333333,244.7456332862211,632.3132164,8.181818182,1.2963734740000001,198.27645269999996,58.63254762,3.543233968,0.834028357,6.666666667,1.0,12.0,1.284163885,0.0,0,121.33218590000001
632,633,916.4705882000001,0.13888888900000002,35.71428571,617.311702,13.63636364,1.262206374,198.1379552,58.63254762,8.401754084,50.04170142,21.33333333,3.0,21.33333333,1.035024116,0.0,0,226.7452668
633,634,887.0588234999999,0.027777778,35.71428571,621.1106618,15.18507733677913,0.799312516,197.5110571,58.63254762,0.211360524,48.37364470000001,6.666666667,1.0,6.666666667,1.1354464290000001,0.0,0,109.6936317
634,635,952.9411765000001,0.38888888899999996,35.71428571,626.121087,3.9090909089999997,0.809648932,197.429679,58.63254762,1.105311594,180.1501251,7.333333333,1.0,7.333333333,1.140815481,0.0,0,113.35283989999999
635,636,914.1176471000001,1.9444444440000002,35.71428571,634.8884558999999,22.72727273,2.753869012,200.9090517,58.63254762,11.98587419,114.77574647334387,20.6,2.0,20.6,2.311808188,1.0,0,110.2667814
